"BindingDB MonomerID","Ligand SMILES","Gbinding Average"
50160094,"Fc1ccc(cc1)-c1cc(C#N)c(OCc2ccc(F)c(F)c2)nc1-c1ccc(F)cc1F",7.1805
50160095,"CCCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.7696
50160096,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)Nc1ccccc1",6.6778
50160097,"CCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.7212
50160098,"CN(C)C(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",7.6576
50160099,"Fc1ccc(COc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",8.5086
50160100,"Fc1ccc(COc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1F",8.8861
50160101,"Clc1ccc(cc1)-c1c(cc(C#N)c(=O)n1Cc1ccccc1)-c1ccccc1",5.2218
50160102,"CCCCCCNC(=O)c1cnc(-c2ccc(Cl)cc2Cl)c(c1)-c1ccc(Cl)cc1",7.1871
50160103,"Fc1ccc(COc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)c(F)c1",8.5686
50160104,"CCCCCCNC(=O)c1ccc(-c2ccc(Cl)cc2)c(n1)-c1ccc(Cl)cc1Cl",7.3665
50160105,"CCCCOc1nc(-c2ccc(Cl)cc2Cl)c(cc1C(N)=O)-c1ccc(Cl)cc1",7.4949
50160106,"CCCC(CCC)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(n1)-c1ccc(Cl)cc1Cl",7.4949
50160107,"Clc1ccc(cc1)-c1cc(C#N)c(OCc2ccccc2)nc1-c1ccc(Cl)cc1Cl",7.9586
50160108,"FC(F)(F)c1ccc(COc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",8.4685
50160109,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCCC1",7.4559
50160110,"Clc1ccc(cc1)-c1cc(cnc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",6.3188
50160111,"CCCCOc1nc(-c2ccc(Cl)cc2Cl)c(cc1C(=O)NC)-c1ccc(Cl)cc1",7.7696
50160112,"Cc1ccc(cc1)-c1cc(C#N)c(OCc2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl",8.2004
50160113,"COC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",8.4559
50160114,"Clc1ccc(cc1)-c1nc(OCc2ccccc2)c(cc1-c1ccccc1)C#N",6.0922
50160115,"COC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.8861
50160116,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)NCc1ccccc1",7.5086
50160117,"CNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCC1CCCCC1)-c1ccc(Cl)cc1Cl",8.4685
50160118,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",7.2518
50160119,"CCCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Cl)-c1ccc(Cl)cc1Cl",7.284
50160120,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCC1",7.2757
50160121,"NC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",7.7447
50160122,"Fc1ccc(COc2nc(-c3ccc(Cl)cc3)c(cc2C#N)-c2ccc(Cl)cc2)cc1F",7.7447
50160123,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",7.0223
50160124,"CCCCOc1nc(-c2ccc(Cl)cc2Cl)c(cc1C(=O)NCCC)-c1ccc(Cl)cc1",7.6778
50160125,"CNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.5086
50160126,"COc1ccc(cc1)-c1cc(C#N)c(OCc2ccccc2)nc1-c1ccc(cc1)N(C)C",6.2757
50160127,"CNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",8.1549
50160128,"Fc1ccc(cc1)-c1cc(C#N)c(OCc2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1Cl",8.1427
50160129,"Clc1ccc(cc1)-c1cc(C(=O)NC2CCCC2)c(OCc2ccccc2)nc1-c1ccc(Cl)cc1Cl",7.7447
50160130,"Clc1ccc(cc1)-c1cc(C#N)c(=O)n(Cc2ccccc2)c1-c1ccc(Cl)cc1Cl",5.699
50160131,"FCCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.8239
50160132,"CC(C)NC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.7447
50160133,"CCCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",8.2218
50160134,"Clc1ccc(cc1)-c1ccc(nc1-c1ccc(Cl)cc1Cl)C(=O)N1CCCCC1",6.4685
50160135,"Clc1ccc(cc1)-c1cc(C(=O)NN2CCCCC2)c(OCc2ccccc2)nc1-c1ccc(Cl)cc1Cl",7.3872
50160136,"COC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCC1CCCCC1)-c1ccc(Cl)cc1Cl",8.5376
50160137,"CCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1OCc1ccccc1)-c1ccc(Cl)cc1Cl",8.8539
50160138,"Fc1ccc(COc2nc(-c3ccccc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1F",8.0969
50160140,"Clc1ccc(cc1)-c1cc(C(=O)NN2CCCCC2)c(Cl)nc1-c1ccc(Cl)cc1Cl",6.3979
50160141,"Clc1ccc(cc1)-c1cc(cnc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",6.6778
50160142,"Clc1ccc(cc1)-c1cc(cnc1-c1ccc(Cl)cc1Cl)C(=O)N1CCCCC1",6.3372
50160143,"Fc1cc(F)cc(COc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)c1",8.7447
50160144,"CCCCCCNC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Cl)-c1ccc(Cl)cc1Cl",7.2366
50160145,"CCCCOc1nc(-c2ccc(Cl)cc2Cl)c(cc1C(=O)OC)-c1ccc(Cl)cc1",8.7212
50161551,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCCC1",8.0969
50161552,"CCCCCCNC(=O)c1nc(c(-c2ccc(Cl)cc2)n1C)-c1ccc(Cl)cc1",6.2676
50161553,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCOCC1",6.7698
50161554,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",8.2147
50161555,"Cc1ccc(cc1)-c1nc(C(=O)NN2CCCCC2)n(C)c1-c1ccc(C)cc1",6.3336
50161556,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1)C(=O)NC1CCCCC1",6.3468
50161557,"Cn1c(nc(c1-c1ccc(Cl)cc1Cl)-c1ccc(Cl)cc1)C(=O)NN1CCCCC1",6.7212
50161558,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1)C(=O)NN1CCOCC1",5.5086
50161559,"CC(=O)C(Sc1nc(c([nH]1)-c1ccccc1)-c1ccccc1)c1ccccc1",5.1549
50161560,"Clc1ccc(cc1)-c1nc(oc1-c1ccc(Cl)cc1)C(=O)NC1CCCCC1",6.301
50161561,"Clc1ccc(cc1)-c1nc([nH]c1-c1ccc(Cl)cc1)C(=O)NN1CCCCC1",5.2209
50161562,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)Nc1ccccc1",7.2218
50161563,"Cn1c(nc(c1-c1ccc(Cl)cc1Cl)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",7.7959
50161564,"Cn1c(nc(c1-c1ccccc1)-c1ccccc1)C(=O)N1CCCCC1",4.7206
50161565,"Clc1ccc(cc1)-c1oc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",6.585
50161566,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCC1",7.7696
50161567,"Cn1c(nc(c1-c1ccccc1)-c1ccccc1)C(=O)NN1CCCCC1",5.7206
50161568,"Clc1ccc(cc1)-c1nc([nH]c1-c1ccc(Cl)cc1)C(=O)NC1CCCCC1",5.8239
50161569,"CCn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",8.3872
50161570,"Clc1ccc(cc1)-c1oc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",7.0969
50161571,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1)C(=O)NN1CCCCC1",6.585
50161572,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",8.3979
50161573,"Cc1ccc(cc1)-c1nc(C(=O)N2CCCCC2)n(C)c1-c1ccc(C)cc1",5.4643
50161574,"Clc1ccc(cc1)-c1nc(oc1-c1ccc(Cl)cc1)C(=O)NN1CCCCC1",5.6538
50161575,"Cn1c(nc(c1-c1ccccc1)-c1ccccc1)C(=O)NC1CCCCC1",5.7424
50161576,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1)C(=O)NC(C)(C)C",6.0458
50161577,"Cn1c(nc(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1)C(=O)N1CCCCC1",5.9586
50161578,"Clc1ccc(cc1)-c1nc(oc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",6.3279
50161579,"Clc1ccc(-c2nc(oc2-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c(Cl)c1",6.699
50161580,"Clc1ccc(cc1)-c1nc(oc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",6.0
50161581,"CN(C1CCCCC1)C(=O)c1nc(c(-c2ccc(Cl)cc2)n1C)-c1ccc(Cl)cc1Cl",7.1549
50161582,"Cn1c(nc(c1-c1ccc(Cl)cc1Cl)-c1ccc(Cl)cc1)C(=O)NC1CCCCC1",7.3372
50161583,"Clc1ccc(-c2nc(oc2-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c(Cl)c1",7.1549
50161584,"Cc1ccc(cc1)-c1nc(C(=O)NC2CCCCC2)n(C)c1-c1ccc(C)cc1",6.0458
50161585,"Cn1c(nc(c1-c1ccc(Cl)cc1Cl)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",8.284
50176420,"CC(=O)Nc1c(C(C)=O)c(=O)n(Cc2ccccc2)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",8.6383
50176421,"CC(=O)Nc1cc(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",6.9543
50176422,"CC(=O)Nc1c(C(C)=O)c(=O)[nH]c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.1135
50176423,"CC(=O)Nc1c(C(C)=O)c(=O)n(CC2CCCO2)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",8.284
50176424,"CC(C)Cn1c2nc(-c3ccc(Cl)cc3Cl)c(cc2c(NC(C)=O)c(C(C)=O)c1=O)-c1ccc(Cl)cc1",8.6383
50176425,"CC(=O)Nc1c(C#N)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.4529
50176426,"CC(=O)c1c(C)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",7.2596
50176427,"CC(=O)Nc1c(C)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.585
50176428,"CN(C)c1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.0177
50176429,"CC(=O)Nc1c(C(C)=O)c(=O)n(CCO)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.4949
50176430,"COCC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",7.6198
50176431,"COCCn1c2nc(-c3ccc(Cl)cc3Cl)c(cc2c(NC(C)=O)c(C(C)=O)c1=O)-c1ccc(Cl)cc1",8.4318
50176432,"CC(=O)c1c(N)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",6.9208
50176433,"CC(=O)c1c(NC(=O)CO)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",7.3372
50176434,"COc1c(NC(C)=O)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",7.6198
50176435,"CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",8.1249
50176436,"CN(C)c1c(NC(C)=O)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",7.699
50176437,"CC(C)c1c(NC(C)=O)c2cc(-c3ccc(Cl)cc3)c(nc2n(C)c1=O)-c1ccc(Cl)cc1Cl",7.8239
50198505,"COc1cccc(c1)-c1c(C)c2c(CCN(C3CCCCC3)C2=O)n1-c1ccc(Cl)cc1Cl",8.1675
50198509,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccc(F)cc1)-c1ccccc1C",7.3979
50198512,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1cccc(c1)C(F)(F)F)-c1ccc(Cl)cc1Cl",7.1739
50198514,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1cc2ccccc2s1)-c1ccc(Cl)cc1Cl",7.6383
50198515,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccc2OCOc2c1)-c1ccc(Cl)cc1Cl",7.9208
50198521,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccc(cc1)C(F)(F)F)-c1ccccc1C",8.0315
50198524,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1cccc(C)c1)-c1ccc(Cl)cc1Cl",7.7696
50198527,"COc1ccc(cc1)-c1c(C)c2c(CCN(C3CCCCC3)C2=O)n1-c1ccccc1C",7.6576
50198528,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccco1)-c1ccc(Cl)cc1Cl",7.699
50198531,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1cccs1)-c1ccc(Cl)cc1Cl",7.7212
50198537,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccccc1)-c1ccc(Cl)cc1Cl",7.7959
50198538,"Cc1c2c(CCN(C3CCCCC3)C2=O)n(c1-c1ccsc1)-c1ccc(Cl)cc1Cl",7.4318
50200828,"C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.5229
50200830,"C[C@H](NC(=O)C(C)(C)Oc1cccc(Cl)c1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.8225
50200831,"C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.7447
50200833,"C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",9.2843
50200835,"CC(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(Cc1ccc(Cl)cc1)c1ccccc1",8.6021
50200836,"C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cn1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.8828
50200837,"C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc1ccc(Cl)cc1)c1ccc(Cl)cc1",7.3188
50200838,"C[C@H](NC(=O)C(C)(C)Oc1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.6958
50200839,"C[C@H](NC(=O)C(C)(C)Oc1cccc(F)c1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.7959
50200842,"CC(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1",7.699
50200844,"C[C@H](NC(=O)C(C)(C)Oc1cc(F)cc(F)c1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1",8.914
50204169,"Clc1ccc(cc1)-c1cc(C#N)c(nc1-c1ccc(Cl)cc1Cl)-n1ccnc1",7.9208
50204170,"Clc1ccc(cc1)-c1cc(C#N)c(OC2CCOC2)nc1-c1ccc(Cl)cc1Cl",7.9586
50204171,"CC(C)N1CCN(C(=O)C1=O)c1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.9208
50204172,"NC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Oc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",7.9586
50204173,"CC(C)(C)C#Cc1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",8.2291
50204174,"Fc1ccc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1F",8.4318
50204175,"CC(C)Oc1nc(-c2ccc(Cl)cc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",8.0
50204176,"Clc1ccc(cc1)-c1cc(C#N)c(OCCNC(=O)C2CCC2)nc1-c1ccc(Cl)cc1Cl",8.2441
50204177,"CCC(N)(CC)C#Cc1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.4089
50204178,"CC(C)NC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Oc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.4559
50204179,"Clc1ccc(cc1)-c1cc(C#N)c(Oc2cc(Cl)cc(Cl)c2)nc1-c1ccc(Cl)cc1Cl",8.4089
50204180,"Fc1cc(F)cc(c1)S(=O)(=O)N1CCN(CC1)c1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",8.4202
50204181,"Clc1ccc(cc1)-c1cc(C#N)c(nc1-c1ccc(Cl)cc1Cl)N1CCCCC1",7.7212
50204182,"CNN(C)C(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Oc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",7.0969
50204183,"Fc1cc(F)cc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)c1",9.041
50204184,"Fc1cccc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)c1",7.9586
50204185,"Clc1ccc(cc1)-c1cc(C#N)c(Oc2cccc(Cl)c2)nc1-c1ccc(Cl)cc1Cl",8.3979
50204186,"Clc1ccc(cc1)-c1cc(C#N)c(nc1-c1ccccc1Cl)-c1cccnc1",7.5686
50204187,"Clc1ccc(cc1)-c1cc(C#N)c(nc1-c1ccc(Cl)cc1Cl)-n1nnc2ccccc12",8.2441
50204188,"Fc1ccc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",7.8539
50204189,"CC(C)(C)C(=O)Nc1nc(-c2ccc(Cl)cc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.5376
50204190,"CC(C)CNc1nc(-c2ccc(Cl)cc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.0506
50204191,"CC(C)(O)C#Cc1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.3565
50204192,"Fc1ccc(Nc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",7.301
50204193,"CC(C)(C)C(=O)N1CCN(CC1)c1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.4318
50204194,"CN(C)NC(=O)c1cc(-c2ccc(Cl)cc2)c(nc1Oc1ccc(F)c(F)c1)-c1ccc(Cl)cc1Cl",8.2518
50204195,"Clc1ccc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",8.1549
50204196,"CC(C)(C)N1CCN(CC1)c1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",6.9666
50204197,"Clc1ccc(cc1)-c1cc(C#N)c(OCC2CCOC2)nc1-c1ccc(Cl)cc1Cl",8.1805
50204198,"Fc1ccc(Sc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",6.8125
50204199,"COc1ccc(Oc2nc(-c3ccc(Cl)cc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1",7.585
50204200,"Fc1ccc(cc1F)C(=O)Nc1nc(-c2ccc(Cl)cc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",7.699
50204201,"Cn1cc(cn1)-c1nc(-c2ccccc2Cl)c(cc1C#N)-c1ccc(Cl)cc1",6.7825
50204202,"Fc1ccc(Oc2nc(-c3ccccc3Cl)c(cc2C#N)-c2ccc(Cl)cc2)cc1F",7.6021
50204203,"Clc1ccc(cc1)-c1cc(C#N)c(nc1-c1ccccc1Cl)-c1cncnc1",7.4202
50205157,"C[C@H](NC(=O)Cc1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.3556
50205159,"C[C@H](NS(=O)(=O)c1ccc(cc1)-c1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.6383
50205160,"C[C@H](NS(=O)(=O)c1ccc(Cl)cc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.1487
50205161,"C[C@H](NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.7959
50205162,"C[C@H](NC(=O)c1cc(Cl)cc(Cl)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",6.5494
50205163,"C[C@H](NC(=O)CCc1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.4168
50205164,"C[C@H](NS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.4949
50205165,"C[C@H](NS(=O)(=O)Cc1ccccc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.7959
50205166,"C[C@H](NC(=O)C(C)(C)Oc1cncc(c1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",9.5229
50205167,"C[C@H](NS(=O)(=O)c1cccc(c1)-c1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.5528
50205168,"C[C@H](NS(=O)(=O)Cc1cccc(Cl)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.2716
50205169,"C[C@H](NS(=O)(=O)c1c(Cl)cccc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.5258
50205171,"C[C@H](NS(=O)(=O)C(C)(C)C)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",5.7728
50205172,"C[C@H](NS(=O)(=O)c1cc(Cl)ccc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.1308
50205173,"C[C@H](NS(=O)(=O)CCc1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.7144
50205174,"C[C@H](NS(=O)(=O)Cc1ccc(Cl)cc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.8125
50205175,"C[C@H](NC(=O)c1c(Cl)cccc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.4295
50205176,"C[C@H](NS(=O)(=O)c1cccc(Cl)c1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.9706
50205177,"C[C@H](NS(=O)(=O)c1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.0132
50205178,"C[C@H](NC(=O)c1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",6.0731
50205179,"C[C@H](NS(=O)(=O)c1cc(Cl)cc(Cl)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.9431
50205180,"C[C@H](NS(C)(=O)=O)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",5.69
50205181,"C[C@H](NS(=O)(=O)c1cc(F)cc(F)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",8.2924
50205182,"CCCCS(=O)(=O)N[C@@H](C)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.1238
50205183,"C[C@H](NS(=O)(=O)c1ccccc1Cl)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.9101
50205184,"C[C@H](NS(=O)(=O)Cc1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.68
50205185,"C[C@H](NS(=O)(=O)c1ccc2ccccc2c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.8239
50205186,"C[C@H](NS(=O)(=O)c1cccc2ccccc12)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.6757
50205187,"C[C@H](NS(=O)(=O)\C=C\c1ccccc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.3788
50205188,"C[C@H](NS(=O)(=O)c1ccc(Cl)cc1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.6635
50205189,"C[C@H](NS(=O)(=O)c1cccc(Cl)c1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N",7.857
50212239,"COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1",5.0
50217213,"C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cn1)[C@@H](Cc1ccc(OCCF)cc1)c1cccc(c1)C#N",9.0969
50217214,"C[C@H](NC(=O)C(C)(C)Oc1cc(ncn1)C(F)(F)F)[C@@H](Cc1ccc(OCCF)cc1)c1cccc(c1)C#N",8.7447
50217215,"C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(OCF)cc1)c1cc(F)cc(c1)C#N",8.699
