BindingDB MonomerID,Ligand SMILES,Gbinding Average
50110946,CCCCCCCn1nc(C(=O)NN2CCCCC2)c(C)c1-c1ccccc1,6.6925
50110949,CCCn1nc(C(=O)NN2CCCCC2)c(C)c1-c1ccccc1,5.4479
50110954,Cc1c(nn(C2CCCCC2)c1-c1ccccc1)C(=O)NN1CCCCC1,6.2182
50110959,CCCCCn1nc(C(=O)NN2CCCCC2)c(C)c1-c1ccc(Br)cc1,7.0862
50111511,CC(C)(C)c1ccc(cc1)C(=O)c1cc(O)c(c(O)c1)-c1cc(Cl)cc(Cl)c1,5.5971
50111513,Oc1cc(cc(O)c1-c1cc(Cl)cc(Cl)c1)C(=O)c1ccc(Cl)cc1,5.333
50111518,Oc1cc(cc(O)c1-c1cc(Cl)cc(Cl)c1)C(=O)C1CCCCC1,6.5243
50111519,Cc1ccc(cc1)C(=O)c1cc(O)c(c(O)c1)-c1cc(Cl)cc(Cl)c1,5.0255
50111521,CCc1ccc(cc1)C(=O)c1cc(O)c(c(O)c1)-c1cc(Cl)cc(Cl)c1,5.9439
50111545,CC(C)c1ccc(cc1)C(=O)c1cc(O)c(c(O)c1)-c1cc(Cl)cc(Cl)c1,5.4781
50111563,Oc1cc(cc(O)c1-c1cc(Cl)cc(Cl)c1)C(=O)c1cccc(c1)C(F)(F)F,5.3836
50114673,"Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1, Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1, Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1, Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",8.2136
50114677,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN,6.4271
50116851,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,5.3979
50116862,CCCCCOc1cc(\C=C\C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)OC)ccc1OC,5.2441
50116907,Cc1ccc(Cn2cc(cc2-c2ccc(Cl)c(C)c2)C(=O)N[C@@H]2C(C)(C)C3CC[C@@]2(C)C3)cc1,5.8327
50116908,Cc1ccc(Cn2cc(cc2-c2ccc(Cl)c(C)c2)C(=O)N[C@@H]2CC3CC[C@@]2(C)C3(C)C)cc1,6.4342
50116972,Cc1ccc(Cn2cc(cc2-c2ccc(Cl)c(C)c2)C(=O)N2CCCCC2)cc1,5.5129
50117177,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@@H](C)C(=O)N[C@H](C)CO,8.1296
50117178,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](C)C(=O)N[C@H](C)CO,6.7328
50117179,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](C)C(=O)N[C@@H](C)CO,6.4101
50117180,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@@H](C)C(=O)N[C@@H](C)CO,6.6326
50121425,"CCCCCCC1(CC1(Cl)Cl)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(CC1(Cl)Cl)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(CC1(Cl)Cl)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",8.8423
50121428,"CCCCCCC1(CC1(Br)Br)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(CC1(Br)Br)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",9.1494
50123692,Clc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,8.1079
50128092,COc1cccc2c(nn(CCN3CCOCC3)c12)C(=O)NC1[C@@]2(C)CC[C@H](C2)C1(C)C,7.6198
50128093,COc1cccc2c(nn(CCN3CCOCC3)c12)C(=O)NC(c1ccccc1)c1ccccn1,6.7905
50128094,COc1ccccc1Cn1ccc2n(CCN3CCOCC3)c3c(OC)cccc3c2c1=O,5.4318
50128095,COc1cccc2c(C(=O)NC3[C@@]4(C)CC[C@H](C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,8.0969
50128100,COc1cccc2c(cn(CCN3CCOCC3)c12)C(=O)NC1[C@@]2(C)CC[C@H](C2)C1(C)C,6.6108
50130622,"CCCCCCC1(Sc2ccccc2S1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(Sc2ccccc2S1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",7.2408
50130623,"CCCCCCC1(CCCC1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(CCCC1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",9.3484
50130624,"CCCCCCC1(OCCO1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(OCCO1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(OCCO1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",9.2883
50130625,"CCCCCCC1(SC(C)C(C)S1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1, CCCCCCC1(SC(C)C(C)S1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1",7.4929
50130626,CCCCCCC1(SCCCS1)c1cc(O)c2[C@@H]3CC(C)=CC[C@H]3C(C)(C)Oc2c1,8.7447
50130627,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1SCCS1, CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1SCCS1",6.7722
50133543,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1(SCCS1)c1ccccc1, CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1(SCCS1)c1ccccc1",7.7658
50133544,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C(C)(C)C1CCCCC1,9.2441
50133545,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C(=O)c1ccccc1,6.5272
50133546,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C(C)(C)c1ccccc1, CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C(C)(C)c1ccccc1",7.9155
50133547,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1(SCCS1)C1CCCCC1, CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(cc1OC2(C)C)C1(SCCS1)C1CCCCC1",8.7259
50133548,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(Cc3ccccc3)cc1OC2(C)C, CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(Cc3ccccc3)cc1OC2(C)C",7.1688
50138895,Cc1ccc(cc1)S(=O)(=O)NC(=N)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.7055
50138896,CN=C(NS(=O)(=O)c1ccc(cc1)C(F)(F)F)N1C[C@H](C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.5331
50138897,CN=C(NS(=O)(=O)c1ccc2ccccc2c1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.6615
50138899,CN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.857
50138900,CN=C(NS(=O)(=O)c1cccc(c1)C(F)(F)F)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.4377
50138901,CN=C(NS(=O)(=O)c1ccc(C)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.9245
50138902,Clc1ccc(cc1)C1=NN(CC1c1ccccc1)C(=N)NS(=O)(=O)c1ccc(Cl)cc1,7.7932
50138903,CSC(=NS(=O)(=O)c1ccc(cc1)C(F)(F)F)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.7799
50138904,COc1ccc(cc1)S(=O)(=O)NC(=N)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.7077
50138905,CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccc(F)cc1,6.2336
50138906,CN(C)C(=NS(=O)(=O)c1ccc(Cl)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.5528
50138907,CN=C(NS(=O)(=O)c1ccc(cc1)C(F)(F)F)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.6556
50138908,CN=C(NS(=O)(=O)c1ccc(F)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.4711
50138909,CN=C(NS(=O)(=O)c1ccccc1Cl)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.1226
50138910,CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.5935
50138911,CN=C(NS(=O)(=O)c1ccccc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.7696
50138912,Cc1cc(C)c(c(C)c1)S(=O)(=O)NC(=N)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.6162
50138913,CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](C(=N1)c1ccc(Cl)cc1)c1ccccc1,6.0487
50138915,CN=C(NS(=O)(=O)c1ccc(cc1)C(F)(F)F)N1C[C@@H](C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.4449
50138916,CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(C(=N1)c1ccc(F)cc1)c1ccccc1,6.6696
50138917,OC1(CN(N=C1c1ccc(Cl)cc1)C(=N)NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,6.1469
50138918,CN=C(NS(=O)(=O)c1c(C)cc(C)cc1C)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.266
50138919,Fc1ccc(cc1)S(=O)(=O)NC(=N)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.279
50138921,"COc1ccc(cc1)S(=O)(=O)NC(=NC)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1, COc1ccc(cc1)S(=O)(=O)NC(=NC)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1",7.3201
50138923,C\N=C(/NC(=O)c1ccc(Cl)cc1)N1CC(C(=N1)c1ccc(Cl)cc1)c1ccccc1,7.1512
50140215,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCCC1,7.8539
50140216,FC(F)(F)c1cccc(c1)N1CCN(CC1)C(=O)c1nc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)cc1Cl,7.4949
50140217,COc1cc(Cl)ccc1-c1nc(nn1-c1ccc(Cl)cc1Cl)C(=O)NC(C)C,6.4559
50140218,Clc1ccc(cc1)-n1nc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(Cc2ccccc2)C1,7.5376
50140219,Clc1ccc(cc1)-n1c(nc(C(=O)NN2CC3CCCC3C2)c1C#N)-c1ccc(Cl)cc1Cl,8.0458
50140220,"Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1, Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1",7.3545
50140221,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,8.301
50140222,Clc1ccc(cc1)-n1c(Br)c(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,7.9586
50140223,Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCCC1,7.1079
50140224,"CN(C1CCCCC1)C(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl, CN(C1CCCCC1)C(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl, CN(C1CCCCC1)C(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl, CN(C1CCCCC1)C(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl",7.1903
50140225,CC(NC(=O)c1nc(-c2ccc(Cl)cc2Cl)n(n1)-c1ccc(Cl)cc1)c1ccc(Cl)cc1,7.1805
50140226,CC1CCC(CC1)NC(=O)c1nc(-c2ccc(Cl)cc2Cl)n(n1)-c1ccc(Cl)cc1,7.0269
50140227,Clc1ccc(cc1)-n1c(nc(C(=O)NN2CC3CCCC3C2)c1C#C)-c1ccc(Cl)cc1Cl,6.1135
50140228,Clc1ccc(cc1)-c1nc(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,6.7852
50140229,Clc1ccc(cc1)-n1nc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCc2ccccc12,6.9957
50140230,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NCCc1ccc(F)cc1,7.041
50140231,"Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)Nc1ccncc1, Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)Nc1ccncc1, Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)Nc1ccncc1",7.4028
50140232,"Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CC2CCCC2C1, Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CC2CCCC2C1",7.6259
50140233,CC(C)C(C)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,7.3872
50140234,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NCCc1ccc(Cl)cc1,7.4815
50140235,COc1cc(Cl)ccc1-c1nc(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,6.5686
50140236,Clc1ccc(cc1)-n1nc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,6.8633
50140237,"Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1, Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NC1CCCCC1",7.8638
50140238,Clc1ccc(cc1)-n1cc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CC2CCCC2C1,7.1805
50144609,CCCOC(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,8.0555
50144610,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(CC1)S(=O)(=O)c1ccccc1,7.3665
50144611,CC(C)CS(=O)(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,7.3565
50144612,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(CC1)S(=O)(=O)CCC(F)(F)F,8.0177
50144613,CCS(=O)(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,7.3565
50144614,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(CC1)C(=O)c1ccccc1,8.1249
50144615,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(CC1)C(=O)C1CCCC1,8.0362
50144616,CC(C)CC(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,7.5376
50144617,CCCCC(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,7.8239
50144618,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NC1CCN(CC1)C(=O)C(F)(F)F,8.7212
50144619,CC(C)OC(=O)N1CCC(CC1)NC(=O)c1nn(c(c1C)-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl,8.1938
50147009,"CCCCCCc1nc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)cc1Cl, CCCCCCc1nc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)cc1Cl",6.1407
50151870,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(nc12)-c1ccc(Cl)cc1,5.2827
50151913,CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)n2nc(nc12)-c1ccccc1,6.1851
50152102,Clc1ccc(c(Cl)c1)-n1nc(C(=O)NN2CCCCC2)c2Cc3cc(ccc3-c12)C1CC1,5.7324
50152109,Clc1ccc(c(Cl)c1)-n1nc(C(=O)NN2CCOCC2)c2Cc3cc(ccc3-c12)C1CC1,5.3944
50152110,Clc1ccc(c(Cl)c1)-n1nc(C(=O)NN2CCCC2)c2Cc3cc(ccc3-c12)C1CC1,5.3756
50153015,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1,4.3251
50154568,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(nc12)-c1ccc(OC)cc1,5.4291
50154575,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(nc12)-c1ccc(OC)cc1,5.2329
50154578,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(nc12)-c1ccc(Cl)cc1,5.3262
50154581,CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2nc(nc12)-c1ccccc1,5.605
50154619,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(nc12)-c1ccccc1,5.493
50154622,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(C)nc12,6.327
50154623,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(C)nc12,6.3116
50154624,CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)n2ncnc12,6.2062
50154626,CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2ncnc12,6.1445
50154636,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(nc12)-c1ccco1,5.9311
50154637,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(nc12)-c1ccc(C)cc1,5.8184
50154638,CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2nc(nc12)-c1ccc(C)cc1,5.1971
50156022,CCCCCn1c2ccccc2c(O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c1=O,6.9666
50156023,CCCCCn1c2ccc(cc2c(O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c1=O)C(C)C,5.9048
50156024,CCCCCn1c2cc(F)ccc2c(O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c1=O,5.8925
50156028,CN(C)CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2ccc(F)cc12,6.3002
50156030,Fc1ccc2c(c1)n(CCN1CCS(=O)(=O)CC1)cc(C(=O)NC13CC4CC(CC(C4)C1)C3)c2=O,5.7224
50156093,CC(C)c1cc2c(cc1F)n(CCN(C)C)cc(C(=O)NC13CC4CC(CC(C4)C1)C3)c2=O,6.1445
50156096,OCCCCn1c2ccccc2c(O)c(C(=O)NCC2CCCCC2)c1=O,6.0814
50156097,OCCCCn1c2ccc(cc2c(O)c(C(=O)NCc2ccc(F)cc2)c1=O)-c1ccco1,5.8002
50156099,CCCCCn1c2ccc(cc2c(O)c(C(=O)NCc2ccc(OC)cc2)c1=O)-c1cccs1,6.7986
50156100,CCCCCn1c2ccc(cc2cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c1=O)C(C)C,7.9586
50156101,CCCCCn1c2CCCCc2c(O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c1=O,8.0605
50157304,"Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O, Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O",6.6885
50160424,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)Nc1ccc(C)cc1,4
50160425,COc1ccc(cc1)C(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,5.9311
50160427,CCS(=O)(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,5.706
50160428,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(C)=O,5.7498
50160429,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(=O)(=O)Cc1ccccc1,7.1024
50160430,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)C(C)(C)C,5.6366
50160431,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)Cc1ccccc1,6.3206
50160432,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(=O)(=O)c1ccccc1,6.068
50160434,"COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12, COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12, COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12",5.5478
50160435,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)C1CC1,4.9737
50160436,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)Nc1ccc(F)cc1,5.755
50160437,CCCNC(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,4.1421
50160438,CCC(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,5.4487
50160439,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)C(F)(F)F,6.6289
50160440,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(=O)(=O)c1ccc(C)cc1,5.716
50160441,CCCCS(=O)(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,5.9473
50160442,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)c1ccc(C)cc1,6.0535
50160443,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NC(=O)c1ccc(Cl)c(Cl)c1,7.0757
50160444,CCCC(=O)N[C@@H](C)c1ccc(cc1)S(=O)(=O)c1ccc(OC)cc1S(=O)(=O)c1ccc(OC)cc1,5.9307
50160445,COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(=O)(=O)c1ccc(Cl)c(Cl)c1,6.9318
50160446,"COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(C)(=O)=O, COc1ccc(cc1)S(=O)(=O)c1cc(OC)ccc1S(=O)(=O)c1ccc(cc1)[C@H](C)NS(C)(=O)=O",6.5729
50163111,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCCC1,7.5686
50163112,CCc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCCCC1,7.8539
50163113,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCOCC1,6.7055
50163114,Clc1ccc(cc1)-c1nc(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,6.4179
50163115,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NC1CCCCC1,7.4559
50163116,Clc1ccc(cc1)-c1sc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,6.644
50163117,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)N1CCc2ccccc2C1,7.4685
50163118,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NCc1ccc(cc1)C(F)(F)F,6.767
50163119,Clc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCCCC1,7.5686
50163120,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCCCC1,7.5229
50163122,Clc1ccc(cc1)-n1c(nc(C(=O)NN2CCCCC2)c1C#N)-c1ccc(Cl)cc1Cl,7.5229
50163123,Cc1c(nc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,6.3947
50163124,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NN1CCCCCC1,7.1938
50163125,Clc1ccc(cc1)-n1nc(nc1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,6.4486
50163126,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NC1CCCCCC1,7.4559
50163127,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)N1CCC(O)CC1,6.7645
50163128,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(F)cc1)C(=O)NN1CCCCC1,7.284
50163129,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1)C(=O)NN1CCCCC1,7.2218
50163130,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)N[C@H]1CC[C@H](O)CC1,6.399
50163131,Cc1c(nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1)C(=O)NOC(C)(C)C,6.4776
